                    *********************************************************************************
                    *  Z= 36 A= 84: Positive-Parity Spin-dependent Level Density [MeV-1] for KR 84  *
  15.00  1.377  6.87E+06 4.65E+06 7.32E+07 4.20E+05 2.83E+05 2.78E+05 3.07E+05 3.36E+05 3.52E+05 3.53E+05 3.44E+05 3.31E+05 3.10E+05 2.82E+05 2.49E+05 2.10E+05 1.69E+05 1.30E+05 9.65E+04 6.97E+04 4.92E+04 3.38E+04 2.18E+04 1.34E+04 7.76E+03 4.09E+03 1.99E+03 8.70E+02 3.11E+02 1.10E+02 2.35E+01 9.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.422  1.28E+07 7.20E+06 1.15E+08 6.52E+05 4.48E+05 4.24E+05 4.61E+05 5.00E+05 5.17E+05 5.24E+05 5.22E+05 5.16E+05 4.88E+05 4.48E+05 3.97E+05 3.30E+05 2.65E+05 2.04E+05 1.52E+05 1.13E+05 8.26E+04 6.04E+04 4.03E+04 2.61E+04 1.55E+04 8.26E+03 3.05E+03 1.33E+03 4.73E+02 1.73E+02 3.69E+01 1.58E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.466  2.20E+07 1.12E+07 1.80E+08 1.01E+06 7.09E+05 6.47E+05 6.93E+05 7.46E+05 7.60E+05 7.76E+05 7.93E+05 8.04E+05 7.68E+05 7.10E+05 6.34E+05 5.20E+05 4.16E+05 3.19E+05 2.38E+05 1.82E+05 1.39E+05 1.08E+05 7.48E+04 5.08E+04 3.08E+04 1.67E+04 4.66E+03 1.78E+03 6.36E+02 2.36E+02 5.03E+01 2.18E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.509  3.62E+07 1.73E+07 2.84E+08 1.57E+06 1.12E+06 9.88E+05 1.04E+06 1.11E+06 1.12E+06 1.15E+06 1.20E+06 1.25E+06 1.21E+06 1.13E+06 1.01E+06 8.19E+05 6.53E+05 5.00E+05 3.75E+05 2.94E+05 2.33E+05 1.93E+05 1.39E+05 9.86E+04 6.13E+04 3.37E+04 7.15E+03 2.40E+03 7.98E+02 2.99E+02 6.38E+01 2.78E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.550  5.83E+07 2.69E+07 4.50E+08 2.44E+06 1.77E+06 1.51E+06 1.56E+06 1.66E+06 1.64E+06 1.71E+06 1.83E+06 1.95E+06 1.90E+06 1.79E+06 1.61E+06 1.29E+06 1.03E+06 7.83E+05 5.89E+05 4.76E+05 3.91E+05 3.44E+05 2.57E+05 1.92E+05 1.22E+05 6.80E+04 1.09E+04 3.23E+03 9.60E+02 3.62E+02 7.72E+01 3.38E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.590  9.28E+07 4.20E+07 7.14E+08 3.79E+06 2.80E+06 2.30E+06 2.35E+06 2.47E+06 2.41E+06 2.53E+06 2.78E+06 3.04E+06 2.99E+06 2.84E+06 2.58E+06 2.03E+06 1.61E+06 1.23E+06 9.26E+05 7.69E+05 6.57E+05 6.15E+05 4.76E+05 3.73E+05 2.43E+05 1.37E+05 1.68E+04 4.34E+03 1.12E+03 4.25E+02 9.06E+01 3.99E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.687  3.06E+08 1.29E+08 2.32E+09 1.14E+07 8.81E+06 6.63E+06 6.49E+06 6.69E+06 6.33E+06 6.78E+06 7.90E+06 9.19E+06 9.30E+06 9.00E+06 8.29E+06 6.33E+06 4.98E+06 3.76E+06 2.87E+06 2.55E+06 2.40E+06 2.63E+06 2.23E+06 1.96E+06 1.36E+06 7.96E+05 4.87E+04 9.09E+03 1.53E+03 5.83E+02 1.24E+02 5.49E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.778  9.71E+08 4.03E+08 7.79E+09 3.43E+07 2.77E+07 1.91E+07 1.79E+07 1.81E+07 1.66E+07 1.81E+07 2.25E+07 2.78E+07 2.89E+07 2.85E+07 2.67E+07 1.97E+07 1.54E+07 1.15E+07 8.88E+06 8.49E+06 8.79E+06 1.12E+07 1.04E+07 1.03E+07 7.63E+06 4.61E+06 1.41E+05 1.91E+04 2.08E+03 7.40E+02 1.58E+02 6.99E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.948  1.30E+10 4.39E+09 1.03E+11 3.10E+08 2.74E+08 1.58E+08 1.37E+08 1.33E+08 1.14E+08 1.30E+08 1.81E+08 2.55E+08 2.79E+08 2.87E+08 2.76E+08 1.91E+08 1.47E+08 1.09E+08 8.51E+07 9.37E+07 1.17E+08 2.04E+08 2.28E+08 2.86E+08 2.39E+08 1.55E+08 1.19E+06 8.38E+04 3.85E+03 1.06E+03 2.25E+02 1.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.249  5.52E+12 1.10E+12 4.01E+13 2.52E+10 2.68E+10 1.09E+10 8.01E+09 7.20E+09 5.35E+09 6.68E+09 1.18E+10 2.14E+10 2.59E+10 2.90E+10 2.95E+10 1.80E+10 1.35E+10 9.61E+09 7.82E+09 1.14E+10 2.10E+10 6.76E+10 1.09E+11 2.20E+11 2.36E+11 1.75E+11 8.49E+07 1.62E+06 1.32E+04 1.69E+03 3.59E+02 1.60E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.514  1.02E+14 1.81E+13 3.29E+14 2.06E+12 2.61E+12 7.47E+11 4.68E+11 3.89E+11 2.52E+11 3.43E+11 7.73E+11 1.80E+12 2.42E+12 5.78E+10 5.88E+10 1.69E+12 1.23E+12 8.51E+11 7.19E+11 2.27E+10 4.18E+10 1.35E+11 2.19E+11 4.39E+11 4.71E+11 3.50E+11 6.04E+09 3.12E+07 4.54E+04 2.69E+03 4.93E+02 2.20E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.754  7.17E+15 1.40E+15 2.23E+16 1.68E+14 2.56E+14 5.13E+13 2.73E+13 2.10E+13 1.19E+13 1.76E+13 5.05E+13 1.51E+14 2.25E+14 1.15E+11 1.17E+11 1.59E+14 1.12E+14 7.54E+13 6.61E+13 4.53E+10 8.34E+10 2.70E+11 4.37E+11 8.78E+11 9.41E+11 6.99E+11 4.30E+11 6.03E+08 1.56E+05 4.30E+03 6.28E+02 2.80E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.975  6.21E+17 1.21E+17 1.96E+18 1.37E+16 2.50E+16 3.53E+15 1.60E+15 1.14E+15 5.59E+14 9.07E+14 3.29E+15 1.27E+16 2.09E+16 2.29E+11 2.33E+11 1.49E+16 1.03E+16 6.68E+15 6.08E+15 9.01E+10 1.66E+11 5.39E+11 8.73E+11 1.76E+12 1.88E+12 1.40E+12 3.06E+13 1.16E+10 5.36E+05 6.87E+03 7.62E+02 3.40E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.180  5.50E+19 1.07E+19 1.76E+20 1.12E+18 2.44E+18 2.42E+17 9.32E+16 6.13E+16 2.63E+16 4.66E+16 2.15E+17 1.06E+18 1.95E+18 4.55E+11 4.64E+11 1.40E+18 9.39E+17 5.92E+17 5.59E+17 1.80E+11 3.32E+11 1.08E+12 1.74E+12 3.51E+12 3.76E+12 2.79E+12 2.18E+15 2.25E+11 1.84E+06 1.10E+04 8.96E+02 4.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.373  4.93E+21 9.65E+20 1.59E+22 9.11E+19 2.38E+20 1.67E+19 5.44E+18 3.31E+18 1.24E+18 2.39E+18 1.40E+19 8.92E+19 1.82E+20 9.06E+11 9.23E+11 1.32E+20 8.58E+19 5.24E+19 5.14E+19 3.58E+11 6.62E+11 2.15E+12 3.48E+12 7.01E+12 7.52E+12 5.58E+12 1.55E+17 4.34E+12 6.32E+06 1.75E+04 1.03E+03 4.61E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.556  4.47E+23 8.75E+22 1.44E+24 7.43E+21 2.33E+22 1.14E+21 3.18E+20 1.79E+20 5.83E+19 1.23E+20 9.16E+20 7.49E+21 1.69E+22 1.80E+12 1.84E+12 1.24E+22 7.85E+21 4.64E+21 4.72E+21 7.12E+11 1.32E+12 4.29E+12 6.96E+12 1.40E+13 1.50E+13 1.12E+13 1.10E+19 8.38E+13 2.17E+07 2.80E+04 1.16E+03 5.21E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.729  4.08E+25 7.99E+24 1.32E+26 6.06E+23 2.28E+24 7.86E+22 1.86E+22 9.67E+21 2.75E+21 6.32E+21 5.98E+22 6.29E+23 1.57E+24 3.59E+12 3.66E+12 1.16E+24 7.17E+23 4.11E+23 4.34E+23 1.42E+12 2.63E+12 8.57E+12 1.39E+13 2.80E+13 3.00E+13 2.23E+13 7.84E+20 1.62E+15 7.45E+07 4.48E+04 1.32E+03 5.81E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.895  3.75E+27 7.34E+26 1.20E+28 4.95E+25 2.23E+26 5.40E+24 1.08E+24 5.22E+23 1.29E+23 3.25E+23 3.91E+24 5.28E+25 1.47E+26 7.14E+12 7.28E+12 1.09E+26 6.55E+25 3.64E+25 3.99E+25 2.83E+12 5.25E+12 1.71E+13 2.78E+13 5.60E+13 6.01E+13 4.46E+13 5.58E+22 3.12E+16 2.56E+08 7.15E+04 1.49E+03 6.41E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.054  3.46E+29 6.78E+28 1.10E+30 4.03E+27 2.18E+28 3.71E+26 6.34E+25 2.82E+25 6.09E+24 1.67E+25 2.55E+26 4.43E+27 1.36E+28 1.42E+13 1.45E+13 1.03E+28 5.99E+27 3.22E+27 3.67E+27 5.63E+12 1.05E+13 3.42E+13 5.55E+13 1.12E+14 1.20E+14 8.92E+13 3.97E+24 6.03E+17 8.78E+08 1.14E+05 1.68E+03 7.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.207  3.21E+31 6.28E+30 1.02E+32 3.29E+29 2.13E+30 2.55E+28 3.70E+27 1.52E+27 2.87E+26 8.58E+26 1.66E+28 3.72E+29 1.27E+30 2.83E+13 2.89E+13 9.67E+29 5.47E+29 2.86E+29 3.37E+29 1.12E+13 2.09E+13 6.82E+13 1.11E+14 2.24E+14 2.40E+14 1.78E+14 2.82E+26 1.16E+19 3.02E+09 1.82E+05 1.90E+03 7.61E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.355  2.99E+33 5.85E+32 9.36E+33 2.68E+31 2.08E+32 1.75E+30 2.16E+29 8.23E+28 1.35E+28 4.41E+28 1.09E+30 3.12E+31 1.18E+32 5.63E+13 5.74E+13 9.09E+31 5.00E+31 2.53E+31 3.10E+31 2.23E+13 4.16E+13 1.36E+14 2.22E+14 4.47E+14 4.80E+14 3.56E+14 2.01E+28 2.25E+20 1.04E+10 2.91E+05 2.15E+03 8.21E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.498  2.79E+35 5.46E+34 8.64E+35 2.19E+33 2.03E+34 1.20E+32 1.26E+31 4.45E+30 6.36E+29 2.27E+30 7.09E+31 2.62E+33 1.10E+34 1.12E+14 1.14E+14 8.55E+33 4.57E+33 2.24E+33 2.85E+33 4.45E+13 8.31E+13 2.72E+14 4.43E+14 8.94E+14 9.59E+14 7.12E+14 1.43E+30 4.34E+21 3.56E+10 4.66E+05 2.43E+03 8.82E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.636  2.61E+37 5.10E+36 7.98E+37 1.79E+35 1.98E+36 8.28E+33 7.37E+32 2.40E+32 2.99E+31 1.16E+32 4.63E+33 2.20E+35 1.03E+36 2.23E+14 2.28E+14 8.03E+35 4.18E+35 1.98E+35 2.62E+35 8.86E+13 1.66E+14 5.43E+14 8.85E+14 1.79E+15 1.92E+15 1.42E+15 1.02E+32 8.38E+22 1.22E+11 7.44E+05 2.74E+03 9.42E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.771  2.45E+39 4.79E+38 7.39E+39 1.46E+37 1.94E+38 5.69E+35 4.31E+34 1.30E+34 1.41E+33 5.98E+33 3.02E+35 1.85E+37 9.55E+37 4.44E+14 4.53E+14 7.55E+37 3.82E+37 1.76E+37 2.41E+37 1.76E+14 3.30E+14 1.08E+15 1.77E+15 3.57E+15 3.83E+15 2.85E+15 7.24E+33 1.62E+24 4.19E+11 1.19E+06 3.10E+03 1.00E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.901  2.30E+41 4.50E+40 6.84E+41 1.19E+39 1.89E+40 3.91E+37 2.52E+36 7.01E+35 6.63E+34 3.07E+35 1.97E+37 1.55E+39 8.89E+39 8.83E+14 9.02E+14 7.10E+39 3.49E+39 1.56E+39 2.21E+39 3.51E+14 6.59E+14 2.17E+15 3.53E+15 7.13E+15 7.66E+15 5.69E+15 5.15E+35 3.12E+25 1.44E+12 1.90E+06 3.51E+03 1.06E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.029  2.16E+43 4.24E+42 6.35E+43 9.69E+40 1.85E+42 2.69E+39 1.47E+38 3.79E+37 3.12E+36 1.58E+37 1.29E+39 1.30E+41 8.28E+41 1.76E+15 1.80E+15 6.67E+41 3.19E+41 1.38E+41 2.04E+41 7.00E+14 1.31E+15 4.33E+15 7.06E+15 1.43E+16 1.53E+16 1.14E+16 3.67E+37 6.03E+26 4.95E+12 3.03E+06 3.96E+03 1.13E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 36 A= 87: Negative-parity Spin-dependent Level Density [MeV-1] for KR 87  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.178  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.251  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.308  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.356  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.398  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.435  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.470  1.00E+00 6.29E-01 1.26E+00 6.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.503  1.00E+00 1.28E+00 9.01E+00 6.29E-01 0.00E+00 0.00E+00 0.00E+00 2.00E-02 6.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.533  1.00E+00 1.36E+00 9.18E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 2.00E-02 6.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
